Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
2025-02-02,Tokyo,13.2,20,39.6,2.06,Cloudy
2025-02-03,Tokyo,28.4,95,4.0,0.0,Sunny
2025-02-04,Tokyo,24.9,49,8.3,0.22,Stormy
2025-02-05,Tokyo,11.3,68,37.8,0.0,Rainy
2025-02-06,Tokyo,43.1,70,25.7,0.0,Partly Cloudy
2025-02-07,Tokyo,25.8,39,33.4,0.0,Windy
2025-02-08,Tokyo,24.7,27,4.8,0.96,Windy
2025-02-09,Tokyo,20.3,56,38.8,0.0,Sunny
2025-02-10,Tokyo,31.2,91,11.0,0.0,Partly Cloudy
2025-02-11,Tokyo,32.4,59,30.5,4.99,Rainy
2025-02-12,Tokyo,38.8,72,2.9,1.17,Partly Cloudy
2025-02-13,Tokyo,26.6,57,26.8,6.82,Cloudy
2025-02-14,Tokyo,45.0,58,5.0,8.22,Stormy
2025-02-15,Tokyo,18.7,26,34.0,0.0,Windy
2025-02-16,Tokyo,20.3,90,19.7,0.86,Cloudy
2025-02-17,Tokyo,34.8,34,32.2,3.64,Cloudy
2025-02-18,Tokyo,10.7,37,36.0,0.0,Sunny
2025-02-19,Tokyo,17.1,29,12.9,0.0,Windy
2025-02-20,Tokyo,37.9,88,14.5,5.01,Stormy
2025-02-21,Tokyo,25.8,28,11.7,3.63,Cloudy
2025-02-22,Tokyo,7.2,74,1.6,0.0,Sunny
2025-02-23,Tokyo,27.6,78,31.8,0.0,Partly Cloudy
2025-02-24,Tokyo,14.0,35,7.2,9.68,Rainy
2025-02-25,Tokyo,7.6,59,9.4,0.0,Partly Cloudy
2025-02-26,Tokyo,25.7,62,22.7,0.0,Windy
2025-02-27,Tokyo,15.3,86,22.2,0.0,Windy
2025-02-28,Tokyo,15.0,57,28.9,0.0,Windy
2025-03-01,Tokyo,9.8,89,14.4,0.0,Cloudy
2025-03-02,Tokyo,32.4,27,13.1,1.18,Rainy
2025-03-03,Tokyo,26.2,49,16.6,0.36,Partly Cloudy
2025-03-04,Tokyo,23.5,70,0.8,3.38,Foggy
2025-03-05,Tokyo,40.2,70,24.4,0.08,Foggy
2025-03-06,Tokyo,20.0,75,22.4,4.7,Foggy
2025-03-07,Tokyo,20.8,77,28.9,0.0,Sunny
2025-03-08,Tokyo,27.6,84,18.7,5.31,Cloudy
2025-03-09,Tokyo,20.2,92,11.5,2.37,Stormy
2025-03-10,Tokyo,20.2,20,34.8,20.59,Sunny
2025-03-11,Tokyo,12.3,50,8.6,11.75,Partly Cloudy
2025-03-12,Tokyo,7.6,35,19.1,1.48,Windy
2025-03-13,Tokyo,14.4,91,6.3,0.0,Foggy
2025-03-14,Tokyo,21.3,56,37.8,0.0,Rainy
2025-03-15,Tokyo,29.8,25,30.5,5.34,Stormy
2025-03-16,Tokyo,42.2,89,7.2,9.77,Windy
2025-03-17,Tokyo,32.9,37,16.5,9.07,Stormy
2025-03-18,Tokyo,15.1,39,5.2,0.0,Stormy
2025-03-19,Tokyo,16.8,54,2.8,2.74,Sunny
2025-03-20,Tokyo,20.0,34,25.5,2.81,Partly Cloudy
2025-03-21,Tokyo,5.3,79,3.0,0.0,Rainy
2025-03-22,Tokyo,26.9,29,24.9,11.79,Sunny
2025-03-23,Tokyo,16.2,41,18.6,0.0,Sunny
2025-03-24,Tokyo,19.9,39,11.3,0.0,Partly Cloudy
2025-03-25,Tokyo,34.4,62,39.0,5.51,Windy
2025-03-26,Tokyo,37.4,23,6.3,2.35,Windy
2025-03-27,Tokyo,26.3,67,36.0,13.05,Stormy
2025-03-28,Tokyo,18.8,66,17.5,1.6,Stormy
2025-03-29,Tokyo,13.5,51,0.2,4.66,Foggy
2025-03-30,Tokyo,35.1,64,0.4,4.77,Sunny
2025-03-31,Tokyo,37.9,35,34.4,0.0,Rainy
2025-04-01,Tokyo,38.5,90,39.4,0.0,Cloudy
2025-04-02,Tokyo,29.4,23,14.4,4.06,Partly Cloudy
2025-04-03,Tokyo,6.0,75,19.9,1.97,Stormy
2025-04-04,Tokyo,27.2,55,15.1,4.45,Rainy
2025-04-05,Tokyo,39.2,91,17.9,1.08,Foggy
2025-04-06,Tokyo,5.1,22,21.4,0.0,Stormy
2025-04-07,Tokyo,38.7,44,1.1,6.97,Stormy
2025-04-08,Tokyo,24.3,55,14.9,0.0,Sunny
2025-04-09,Tokyo,39.0,93,5.8,3.34,Cloudy
2025-04-10,Tokyo,18.8,43,35.6,7.13,Stormy
2025-04-11,Tokyo,36.8,27,33.6,1.0,Sunny
2025-04-12,Tokyo,32.1,56,2.3,0.0,Cloudy
2025-04-13,Tokyo,10.3,91,36.3,9.08,Cloudy
2025-04-14,Tokyo,18.8,82,31.3,4.76,Rainy
2025-04-15,Tokyo,43.8,89,7.7,0.0,Windy
2025-04-16,Tokyo,31.6,95,21.5,0.59,Stormy
2025-04-17,Tokyo,20.9,74,21.5,0.0,Windy
2025-04-18,Tokyo,36.9,49,12.3,8.62,Sunny
2025-04-19,Tokyo,12.6,68,6.2,0.0,Stormy
2025-04-20,Tokyo,31.7,30,3.7,1.89,Sunny
2025-04-21,Tokyo,16.1,61,17.8,0.0,Sunny
2025-04-22,Tokyo,44.1,32,35.0,0.0,Partly Cloudy
2025-04-23,Tokyo,44.8,74,12.4,2.19,Sunny
2025-04-24,Tokyo,9.1,83,27.3,0.0,Partly Cloudy
2025-04-25,Tokyo,11.2,66,30.3,5.1,Partly Cloudy
2025-04-26,Tokyo,21.7,70,8.7,0.0,Partly Cloudy
2025-04-27,Tokyo,8.8,94,3.2,9.39,Partly Cloudy
2025-04-28,Tokyo,31.6,51,36.4,0.0,Windy
2025-04-29,Tokyo,15.1,23,12.5,6.26,Sunny
2025-04-30,Tokyo,38.3,80,10.7,1.25,Partly Cloudy
2025-05-01,Tokyo,16.6,83,23.1,6.2,Windy
2025-05-02,Tokyo,41.4,79,31.6,0.0,Stormy
2025-05-03,Tokyo,43.5,26,0.6,3.78,Foggy
2025-05-04,Tokyo,14.4,78,35.6,0.0,Sunny
2025-05-05,Tokyo,21.7,28,14.1,5.91,Stormy
2025-05-06,Tokyo,8.8,40,11.6,2.32,Rainy
2025-05-07,Tokyo,44.8,32,7.5,1.3,Partly Cloudy
2025-05-08,Tokyo,36.3,21,2.3,0.0,Foggy
2025-05-09,Tokyo,21.2,22,8.1,0.0,Sunny
2025-05-10,Tokyo,11.9,91,39.9,0.0,Foggy
2025-05-11,Tokyo,8.9,24,12.8,2.11,Foggy
2025-05-12,Tokyo,9.3,91,5.9,10.1,Windy
2025-05-13,Tokyo,11.5,84,3.1,0.0,Stormy
2025-05-14,Tokyo,29.7,66,39.8,1.62,Windy
2025-05-15,Tokyo,8.7,59,30.0,0.0,Stormy
2025-05-16,Tokyo,18.0,70,31.5,0.0,Rainy
2025-05-17,Tokyo,23.6,46,17.1,7.57,Foggy
2025-05-18,Tokyo,32.0,68,16.9,1.06,Rainy
2025-05-19,Tokyo,37.9,66,21.8,1.73,Cloudy
2025-05-20,Tokyo,37.8,63,12.4,5.58,Partly Cloudy
2025-05-21,Tokyo,17.0,54,14.5,3.36,Partly Cloudy
2025-05-22,Tokyo,34.7,47,7.4,0.0,Rainy
2025-05-23,Tokyo,24.7,51,31.2,1.35,Foggy
2025-05-24,Tokyo,22.0,39,15.0,0.9,Cloudy
2025-05-25,Tokyo,28.1,25,13.2,7.0,Partly Cloudy
2025-05-26,Tokyo,42.6,76,9.0,2.19,Windy
2025-05-27,Tokyo,23.9,94,3.4,12.82,Windy
2025-05-28,Tokyo,34.0,64,7.7,0.0,Cloudy
2025-05-29,Tokyo,18.0,58,39.6,2.61,Cloudy
2025-05-30,Tokyo,7.7,74,14.9,4.15,Sunny
2025-05-31,Tokyo,34.6,75,24.9,2.68,Stormy
2025-06-01,Tokyo,28.6,79,16.8,4.9,Windy
2025-06-02,Tokyo,19.3,64,19.2,1.96,Rainy
2025-06-03,Tokyo,15.2,33,9.8,0.0,Sunny
2025-06-04,Tokyo,28.3,32,29.7,4.57,Rainy
2025-06-05,Tokyo,27.2,45,19.5,0.68,Sunny
2025-06-06,Tokyo,6.1,48,12.7,0.0,Rainy
2025-06-07,Tokyo,7.1,43,3.5,4.29,Partly Cloudy
2025-06-08,Tokyo,12.5,79,15.7,4.16,Foggy
2025-06-09,Tokyo,18.3,70,34.8,0.0,Foggy
2025-06-10,Tokyo,44.2,84,26.5,0.0,Windy
2025-06-11,Tokyo,11.6,48,4.0,3.04,Partly Cloudy
2025-06-12,Tokyo,30.7,94,17.4,1.08,Cloudy
2025-06-13,Tokyo,7.2,27,5.0,1.28,Windy
2025-06-14,Tokyo,35.7,79,8.6,4.04,Partly Cloudy
2025-06-15,Tokyo,34.9,20,1.0,2.86,Stormy
2025-06-16,Tokyo,35.6,20,2.2,9.16,Partly Cloudy
2025-06-17,Tokyo,5.4,75,20.5,0.0,Cloudy
2025-06-18,Tokyo,23.8,79,5.7,5.32,Sunny
2025-06-19,Tokyo,9.2,22,31.8,0.0,Partly Cloudy
2025-06-20,Tokyo,30.8,93,14.4,1.32,Rainy
2025-06-21,Tokyo,30.1,24,38.8,0.87,Partly Cloudy
2025-06-22,Tokyo,26.6,26,8.5,0.0,Windy
2025-06-23,Tokyo,10.6,28,18.4,2.58,Rainy
2025-06-24,Tokyo,45.0,22,1.0,7.82,Foggy
2025-06-25,Tokyo,41.5,20,21.2,4.14,Partly Cloudy
2025-06-26,Tokyo,37.5,21,38.5,0.0,Foggy
2025-06-27,Tokyo,20.2,91,7.9,2.98,Partly Cloudy
2025-06-28,Tokyo,25.4,59,8.1,0.84,Stormy
2025-06-29,Tokyo,37.1,85,5.2,8.38,Sunny
2025-06-30,Tokyo,27.5,76,9.8,2.86,Stormy
2025-07-01,Tokyo,13.2,32,24.5,0.0,Partly Cloudy
2025-07-02,Tokyo,42.9,49,21.1,2.28,Partly Cloudy
2025-07-03,Tokyo,14.3,80,21.3,0.0,Windy
2025-07-04,Tokyo,30.7,69,38.3,0.0,Stormy
2025-07-05,Tokyo,10.3,92,31.2,4.02,Cloudy
2025-07-06,Tokyo,25.7,48,30.1,0.0,Cloudy
2025-07-07,Tokyo,11.8,84,12.4,1.33,Rainy
2025-07-08,Tokyo,40.2,30,34.1,14.44,Rainy
2025-07-09,Tokyo,19.2,72,21.6,3.59,Partly Cloudy
2025-07-10,Tokyo,5.8,23,7.3,0.0,Sunny
2025-07-11,Tokyo,5.6,34,35.7,0.0,Cloudy
2025-07-12,Tokyo,11.2,73,18.9,0.0,Rainy
2025-07-13,Tokyo,34.7,30,13.0,7.95,Foggy
2025-07-14,Tokyo,43.9,69,27.5,6.49,Foggy
2025-07-15,Tokyo,38.0,78,25.9,7.46,Cloudy
2025-07-16,Tokyo,31.5,66,18.8,6.95,Cloudy
2025-07-17,Tokyo,44.0,80,11.0,0.0,Sunny
2025-07-18,Tokyo,22.6,25,17.7,0.84,Stormy
2025-07-19,Tokyo,30.4,49,29.5,0.0,Windy
2025-07-20,Tokyo,35.3,58,37.3,0.0,Foggy
2025-07-21,Tokyo,14.0,91,29.2,2.68,Windy
2025-07-22,Tokyo,36.7,58,17.1,5.17,Stormy
2025-07-23,Tokyo,37.1,66,18.6,6.31,Foggy
2025-07-24,Tokyo,35.6,94,6.6,0.0,Windy
2025-07-25,Tokyo,26.4,43,16.8,8.62,Rainy
2025-07-26,Tokyo,44.4,57,11.0,0.21,Foggy
2025-07-27,Tokyo,35.3,48,0.1,0.0,Partly Cloudy
2025-07-28,Tokyo,35.3,71,28.1,14.13,Windy
2025-07-29,Tokyo,8.5,20,20.4,0.57,Partly Cloudy
2025-07-30,Tokyo,25.6,48,14.3,0.0,Partly Cloudy
2025-07-31,Tokyo,23.1,70,14.2,0.0,Cloudy
2025-08-01,Tokyo,25.4,92,24.6,0.0,Cloudy
2025-08-02,Tokyo,37.0,36,15.2,1.88,Partly Cloudy
2025-08-03,Tokyo,10.3,62,22.4,0.0,Partly Cloudy
2025-08-04,Tokyo,38.5,83,7.5,9.87,Sunny
2025-08-05,Tokyo,22.2,76,7.8,0.0,Cloudy
2025-08-06,Tokyo,23.2,57,9.5,0.0,Windy
2025-08-07,Tokyo,32.5,47,6.7,9.76,Partly Cloudy
2025-08-08,Tokyo,19.7,22,33.9,5.36,Sunny
2025-08-09,Tokyo,13.8,20,8.4,3.01,Cloudy
2025-08-10,Tokyo,19.2,64,9.5,1.04,Foggy
2025-08-11,Tokyo,21.1,48,24.8,3.23,Foggy
2025-08-12,Tokyo,15.7,73,22.4,1.05,Sunny
2025-08-13,Tokyo,30.3,25,39.7,0.49,Sunny
2025-08-14,Tokyo,27.2,61,18.2,9.36,Stormy
2025-08-15,Tokyo,16.8,63,31.4,0.0,Rainy
2025-08-16,Tokyo,25.0,47,37.3,4.09,Windy
2025-08-17,Tokyo,16.5,74,12.4,6.4,Cloudy
2025-08-18,Tokyo,18.1,55,35.1,0.0,Sunny
2025-08-19,Tokyo,38.0,42,5.3,0.2,Cloudy
2025-08-20,Tokyo,6.1,73,39.2,2.92,Foggy
2025-08-21,Tokyo,13.9,80,5.9,1.91,Rainy
2025-08-22,Tokyo,15.5,36,7.4,0.0,Stormy
2025-08-23,Tokyo,18.9,41,2.6,12.05,Stormy
2025-08-24,Tokyo,37.8,61,5.7,2.05,Rainy
2025-08-25,Tokyo,27.7,80,2.1,7.22,Stormy
2025-08-26,Tokyo,7.6,77,32.9,1.25,Stormy
2025-08-27,Tokyo,16.0,50,16.1,0.0,Partly Cloudy
2025-08-28,Tokyo,18.8,87,4.3,7.22,Foggy
2025-08-29,Tokyo,38.7,95,14.7,0.4,Stormy
2025-08-30,Tokyo,27.9,63,30.8,4.14,Sunny
2025-08-31,Tokyo,23.3,71,18.3,0.0,Cloudy
2025-09-01,Tokyo,32.5,88,6.4,5.58,Partly Cloudy
2025-09-02,Tokyo,43.7,68,29.8,1.83,Cloudy
2025-09-03,Tokyo,35.7,49,35.8,0.0,Rainy
2025-09-04,Tokyo,15.7,53,11.5,3.25,Partly Cloudy
2025-09-05,Tokyo,5.4,30,36.6,8.07,Windy
2025-09-06,Tokyo,18.3,43,26.0,5.92,Partly Cloudy
2025-09-07,Tokyo,5.1,24,3.0,5.8,Windy
2025-09-08,Tokyo,38.1,73,9.1,0.0,Foggy
2025-09-09,Tokyo,19.1,39,0.4,0.0,Partly Cloudy
2025-09-10,Tokyo,31.5,30,11.7,0.0,Windy
2025-09-11,Tokyo,15.1,62,8.4,0.0,Cloudy
2025-09-12,Tokyo,35.4,20,30.0,4.45,Windy
2025-09-13,Tokyo,8.1,20,16.3,3.53,Cloudy
2025-09-14,Tokyo,22.9,48,38.1,6.22,Sunny
2025-09-15,Tokyo,41.4,43,35.6,4.73,Cloudy
2025-09-16,Tokyo,41.3,22,36.0,2.74,Stormy
2025-09-17,Tokyo,38.3,39,18.4,0.0,Stormy
2025-09-18,Tokyo,15.3,65,18.9,8.47,Sunny
2025-09-19,Tokyo,42.7,54,18.1,0.0,Sunny
2025-09-20,Tokyo,18.5,59,14.0,2.16,Sunny
2025-09-21,Tokyo,16.5,43,36.3,3.75,Stormy
2025-09-22,Tokyo,37.3,56,14.0,1.31,Stormy
2025-09-23,Tokyo,11.3,72,12.9,2.72,Sunny
2025-09-24,Tokyo,21.5,65,23.0,4.85,Foggy
2025-09-25,Tokyo,30.0,36,11.5,3.08,Rainy
2025-09-26,Tokyo,22.0,55,2.5,6.61,Partly Cloudy
2025-09-27,Tokyo,17.5,24,13.0,3.6,Stormy
2025-09-28,Tokyo,30.5,47,27.0,0.0,Rainy
2025-09-29,Tokyo,25.5,59,15.9,0.0,Rainy
2025-09-30,Tokyo,12.2,78,3.8,0.0,Rainy
2025-10-01,Tokyo,25.2,29,36.0,3.57,Partly Cloudy
2025-10-02,Tokyo,31.7,62,34.6,2.78,Foggy
2025-10-03,Tokyo,30.0,54,29.8,3.0,Partly Cloudy
2025-10-04,Tokyo,16.5,57,39.1,2.9,Windy
2025-10-05,Tokyo,9.0,64,17.7,0.0,Windy
2025-10-06,Tokyo,6.8,22,10.9,9.41,Rainy
2025-10-07,Tokyo,30.9,66,0.2,5.44,Windy
2025-10-08,Tokyo,39.7,88,14.0,0.0,Foggy
2025-10-09,Tokyo,40.7,33,33.7,3.85,Stormy
2025-10-10,Tokyo,9.6,29,15.5,9.02,Partly Cloudy
2025-10-11,Tokyo,39.1,66,1.4,0.01,Stormy
2025-10-12,Tokyo,28.1,68,35.3,8.86,Windy
2025-10-13,Tokyo,25.0,49,2.3,0.0,Stormy
2025-10-14,Tokyo,41.8,81,1.9,0.0,Rainy
2025-10-15,Tokyo,22.8,31,32.0,5.62,Cloudy
2025-10-16,Tokyo,28.1,36,39.6,0.0,Rainy
2025-10-17,Tokyo,34.6,74,21.7,2.5,Partly Cloudy
2025-10-18,Tokyo,22.3,28,18.3,8.95,Sunny
2025-10-19,Tokyo,41.0,42,37.9,0.0,Stormy
2025-10-20,Tokyo,19.8,87,10.9,3.57,Rainy
2025-10-21,Tokyo,38.3,20,29.6,5.74,Sunny
2025-10-22,Tokyo,16.3,71,37.8,3.71,Rainy
2025-10-23,Tokyo,24.6,30,36.2,0.0,Rainy
2025-10-24,Tokyo,30.1,40,11.6,2.64,Windy
2025-10-25,Tokyo,9.1,39,11.8,8.22,Cloudy
2025-10-26,Tokyo,31.7,71,19.9,6.23,Windy
2025-10-27,Tokyo,26.6,37,35.8,0.71,Rainy
2025-10-28,Tokyo,33.9,53,13.1,0.0,Sunny
2025-10-29,Tokyo,26.7,91,19.4,3.58,Windy
2025-10-30,Tokyo,29.1,59,27.6,0.0,Stormy
2025-10-31,Tokyo,6.9,88,38.0,2.24,Stormy
2025-11-01,Tokyo,38.2,42,39.0,0.0,Windy
2025-11-02,Tokyo,32.3,58,1.6,12.04,Foggy
2025-11-03,Tokyo,34.4,83,26.9,1.61,Rainy
2025-11-04,Tokyo,12.1,36,8.9,7.27,Stormy
2025-11-05,Tokyo,12.2,53,22.4,1.25,Windy
2025-11-06,Tokyo,37.1,40,2.4,1.93,Windy
2025-11-07,Tokyo,32.6,78,12.0,0.0,Cloudy
2025-11-08,Tokyo,6.1,56,25.5,0.0,Rainy
2025-11-09,Tokyo,32.7,50,33.6,1.08,Rainy
2025-11-10,Tokyo,8.2,62,19.7,4.63,Stormy
2025-11-11,Tokyo,25.5,73,22.0,0.0,Rainy
2025-11-12,Tokyo,18.1,92,16.4,0.0,Partly Cloudy
2025-11-13,Tokyo,5.9,41,7.7,9.0,Partly Cloudy
2025-11-14,Tokyo,31.0,56,15.1,6.41,Cloudy
2025-11-15,Tokyo,12.3,66,11.3,0.95,Cloudy
2025-11-16,Tokyo,19.4,55,38.4,4.76,Sunny
2025-11-17,Tokyo,14.0,59,17.4,0.0,Cloudy
2025-11-18,Tokyo,38.5,50,3.8,2.88,Cloudy
2025-11-19,Tokyo,24.0,25,15.6,7.97,Sunny
2025-11-20,Tokyo,25.0,62,25.2,0.0,Stormy
2025-11-21,Tokyo,39.3,24,3.3,0.0,Cloudy
2025-11-22,Tokyo,30.6,26,34.5,4.92,Partly Cloudy
2025-11-23,Tokyo,10.1,43,22.0,0.0,Windy
2025-11-24,Tokyo,38.0,74,30.3,6.99,Rainy
2025-11-25,Tokyo,9.7,58,33.2,7.01,Stormy
2025-11-26,Tokyo,27.3,53,12.6,1.53,Cloudy
2025-11-27,Tokyo,13.2,85,30.2,3.48,Cloudy
2025-11-28,Tokyo,39.7,41,29.7,4.04,Stormy
2025-11-29,Tokyo,33.6,70,6.0,11.69,Rainy
2025-11-30,Tokyo,29.5,88,32.5,0.0,Rainy
2025-12-01,Tokyo,5.8,59,18.1,3.71,Rainy
2025-12-02,Tokyo,43.5,42,35.8,0.71,Windy
2025-12-03,Tokyo,41.6,38,6.1,0.39,Stormy
2025-12-04,Tokyo,10.9,94,4.9,0.71,Foggy
2025-12-05,Tokyo,42.8,69,39.7,0.0,Partly Cloudy
2025-12-06,Tokyo,36.9,73,22.8,0.0,Sunny
2025-12-07,Tokyo,28.1,59,32.2,0.0,Sunny
2025-12-08,Tokyo,35.0,36,8.3,5.47,Foggy
2025-12-09,Tokyo,17.5,54,30.6,0.14,Cloudy
2025-12-10,Tokyo,12.0,94,10.2,0.0,Cloudy
2025-12-11,Tokyo,27.0,40,29.3,3.73,Partly Cloudy
2025-12-12,Tokyo,36.2,41,1.5,0.0,Stormy
2025-12-13,Tokyo,17.5,62,9.5,2.78,Partly Cloudy
2025-12-14,Tokyo,11.7,71,37.1,5.0,Cloudy
2025-12-15,Tokyo,28.3,92,36.9,1.25,Stormy
2025-12-16,Tokyo,26.0,95,2.0,0.0,Stormy
2025-12-17,Tokyo,11.6,45,11.8,3.57,Stormy
2025-12-18,Tokyo,42.6,82,16.2,0.0,Cloudy
2025-12-19,Tokyo,11.5,87,32.3,10.49,Rainy
2025-12-20,Tokyo,16.3,53,0.1,2.13,Foggy
2025-12-21,Tokyo,30.1,49,25.6,4.34,Foggy
2025-12-22,Tokyo,20.7,77,22.3,0.65,Windy
2025-12-23,Tokyo,20.2,79,26.2,0.0,Rainy
2025-12-24,Tokyo,28.6,30,1.5,0.0,Stormy
2025-12-25,Tokyo,8.0,52,39.4,0.0,Rainy
2025-12-26,Tokyo,35.4,32,20.7,0.73,Stormy
2025-12-27,Tokyo,44.9,21,31.9,0.0,Foggy
2025-12-28,Tokyo,43.5,34,0.1,0.0,Stormy
2025-12-29,Tokyo,25.4,48,32.1,0.0,Foggy
2025-12-30,Tokyo,39.2,41,15.4,4.12,Foggy
2025-12-31,Tokyo,15.8,81,28.7,0.0,Foggy
