Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
2025-02-17,Paris,37.3,23,21.4,3.37,Rainy
2025-02-18,Paris,42.1,64,35.8,5.75,Sunny
2025-02-19,Paris,41.0,87,21.3,0.0,Partly Cloudy
2025-02-20,Paris,32.4,67,9.6,4.89,Rainy
2025-02-21,Paris,22.3,60,21.9,7.99,Windy
2025-02-22,Paris,20.3,84,37.5,0.0,Sunny
2025-02-23,Paris,38.7,67,8.6,2.95,Rainy
2025-02-24,Paris,10.4,80,7.0,2.57,Stormy
2025-02-25,Paris,17.6,28,16.1,2.85,Rainy
2025-02-26,Paris,37.8,82,22.1,8.72,Windy
2025-02-27,Paris,23.7,50,32.8,0.0,Sunny
2025-02-28,Paris,22.8,36,11.3,4.18,Partly Cloudy
2025-03-01,Paris,27.3,58,5.3,0.0,Sunny
2025-03-02,Paris,42.3,77,29.8,0.0,Sunny
2025-03-03,Paris,36.0,51,3.2,2.75,Foggy
2025-03-04,Paris,19.7,64,3.3,1.02,Sunny
2025-03-05,Paris,12.9,62,1.7,2.0,Sunny
2025-03-06,Paris,28.2,87,10.6,0.3,Sunny
2025-03-07,Paris,38.4,22,17.5,0.0,Windy
2025-03-08,Paris,41.2,22,22.1,0.0,Stormy
2025-03-09,Paris,23.1,58,39.9,13.08,Partly Cloudy
2025-03-10,Paris,25.6,94,35.6,2.61,Cloudy
2025-03-11,Paris,21.7,83,2.7,4.92,Foggy
2025-03-12,Paris,12.8,41,32.5,2.01,Stormy
2025-03-13,Paris,37.0,27,30.6,3.57,Cloudy
2025-03-14,Paris,29.4,95,37.4,0.0,Foggy
2025-03-15,Paris,31.0,70,24.3,2.68,Rainy
2025-03-16,Paris,15.3,33,4.3,0.0,Stormy
2025-03-17,Paris,6.7,81,28.3,6.98,Windy
2025-03-18,Paris,40.5,53,17.7,2.12,Sunny
2025-03-19,Paris,9.2,89,16.0,1.08,Sunny
2025-03-20,Paris,39.1,88,23.8,0.0,Windy
2025-03-21,Paris,6.2,60,34.2,2.38,Windy
2025-03-22,Paris,14.7,39,29.4,3.97,Rainy
2025-03-23,Paris,5.6,93,39.3,0.0,Partly Cloudy
2025-03-24,Paris,17.5,57,38.1,5.29,Stormy
2025-03-25,Paris,26.5,68,17.6,3.56,Foggy
2025-03-26,Paris,15.2,37,20.1,2.1,Partly Cloudy
2025-03-27,Paris,39.3,80,8.8,3.03,Partly Cloudy
2025-03-28,Paris,39.3,92,30.7,1.28,Foggy
2025-03-29,Paris,20.6,64,39.0,9.03,Partly Cloudy
2025-03-30,Paris,38.1,52,14.7,2.17,Partly Cloudy
2025-03-31,Paris,8.2,25,33.0,5.95,Sunny
2025-04-01,Paris,27.1,30,0.8,1.17,Sunny
2025-04-02,Paris,25.8,81,24.7,5.36,Partly Cloudy
2025-04-03,Paris,6.5,57,19.2,0.0,Sunny
2025-04-04,Paris,11.3,84,17.6,0.0,Cloudy
2025-04-05,Paris,37.0,78,32.2,1.71,Rainy
2025-04-06,Paris,15.0,77,19.5,0.57,Partly Cloudy
2025-04-07,Paris,6.4,37,24.1,5.55,Windy
2025-04-08,Paris,36.4,21,33.5,0.0,Cloudy
2025-04-09,Paris,12.3,94,25.6,2.34,Windy
2025-04-10,Paris,18.0,61,0.6,9.16,Partly Cloudy
2025-04-11,Paris,16.8,42,3.7,0.0,Foggy
2025-04-12,Paris,29.3,76,27.6,2.72,Cloudy
2025-04-13,Paris,11.1,70,8.4,0.0,Foggy
2025-04-14,Paris,7.8,73,38.6,6.49,Rainy
2025-04-15,Paris,42.5,47,8.0,6.21,Foggy
2025-04-16,Paris,22.7,91,21.8,2.32,Foggy
2025-04-17,Paris,10.0,24,0.3,7.13,Rainy
2025-04-18,Paris,10.5,48,15.8,4.72,Foggy
2025-04-19,Paris,24.3,23,6.0,0.47,Rainy
2025-04-20,Paris,29.9,64,23.5,9.19,Partly Cloudy
2025-04-21,Paris,23.4,82,18.1,5.91,Windy
2025-04-22,Paris,29.0,74,5.9,10.09,Windy
2025-04-23,Paris,8.0,72,22.2,4.57,Partly Cloudy
2025-04-24,Paris,8.8,44,0.8,2.59,Cloudy
2025-04-25,Paris,32.4,56,19.4,0.0,Foggy
2025-04-26,Paris,44.8,54,2.0,3.33,Sunny
2025-04-27,Paris,22.2,38,14.7,2.99,Sunny
2025-04-28,Paris,7.3,93,33.4,0.0,Rainy
2025-04-29,Paris,34.7,83,13.0,5.65,Partly Cloudy
2025-04-30,Paris,27.2,65,13.1,0.0,Cloudy
2025-05-01,Paris,28.1,83,8.3,0.0,Rainy
2025-05-02,Paris,15.5,23,36.4,0.0,Stormy
2025-05-03,Paris,31.1,43,30.4,0.0,Rainy
2025-05-04,Paris,10.1,34,7.4,5.03,Cloudy
2025-05-05,Paris,24.5,48,25.3,0.0,Stormy
2025-05-06,Paris,19.1,38,18.1,0.72,Foggy
2025-05-07,Paris,11.1,59,2.7,0.49,Rainy
2025-05-08,Paris,17.5,83,16.5,0.0,Rainy
2025-05-09,Paris,16.6,67,30.6,0.0,Cloudy
2025-05-10,Paris,32.0,81,27.1,0.0,Rainy
2025-05-11,Paris,30.6,91,11.1,0.0,Foggy
2025-05-12,Paris,16.1,27,0.5,0.0,Foggy
2025-05-13,Paris,15.8,95,19.4,0.0,Cloudy
2025-05-14,Paris,37.6,46,39.8,0.0,Windy
2025-05-15,Paris,42.1,44,5.6,0.0,Cloudy
2025-05-16,Paris,30.5,72,14.7,6.26,Windy
2025-05-17,Paris,9.1,20,18.9,0.0,Foggy
2025-05-18,Paris,34.7,24,35.6,0.0,Cloudy
2025-05-19,Paris,43.7,35,4.3,6.05,Partly Cloudy
2025-05-20,Paris,43.3,61,26.8,5.04,Windy
2025-05-21,Paris,5.3,59,12.4,5.99,Partly Cloudy
2025-05-22,Paris,13.8,38,16.7,2.81,Windy
2025-05-23,Paris,31.3,22,24.9,0.0,Sunny
2025-05-24,Paris,17.2,84,18.8,0.0,Cloudy
2025-05-25,Paris,35.7,24,37.0,15.3,Partly Cloudy
2025-05-26,Paris,24.6,53,14.7,3.22,Foggy
2025-05-27,Paris,21.7,29,6.2,4.45,Cloudy
2025-05-28,Paris,31.2,71,15.2,8.68,Sunny
2025-05-29,Paris,10.9,33,1.7,0.57,Cloudy
2025-05-30,Paris,21.6,65,14.0,1.04,Cloudy
2025-05-31,Paris,20.8,43,33.2,2.72,Foggy
2025-06-01,Paris,31.0,92,35.2,5.8,Rainy
2025-06-02,Paris,29.0,50,1.4,6.15,Stormy
2025-06-03,Paris,22.1,62,25.9,6.23,Stormy
2025-06-04,Paris,21.3,36,35.1,0.0,Partly Cloudy
2025-06-05,Paris,26.1,83,16.2,0.0,Sunny
2025-06-06,Paris,21.8,42,39.3,2.92,Sunny
2025-06-07,Paris,36.1,86,26.1,0.0,Stormy
2025-06-08,Paris,39.4,41,27.0,4.75,Partly Cloudy
2025-06-09,Paris,30.7,86,35.0,0.0,Foggy
2025-06-10,Paris,6.4,26,10.3,0.0,Stormy
2025-06-11,Paris,34.7,60,1.4,0.48,Partly Cloudy
2025-06-12,Paris,12.5,47,1.5,0.0,Stormy
2025-06-13,Paris,7.4,31,15.8,4.69,Sunny
2025-06-14,Paris,12.5,94,18.3,6.53,Rainy
2025-06-15,Paris,25.9,94,10.5,1.32,Sunny
2025-06-16,Paris,32.8,76,8.9,0.0,Windy
2025-06-17,Paris,31.3,48,12.4,0.05,Windy
2025-06-18,Paris,43.2,93,20.5,4.72,Foggy
2025-06-19,Paris,17.6,54,29.6,0.0,Stormy
2025-06-20,Paris,10.3,37,15.7,1.63,Stormy
2025-06-21,Paris,35.2,85,37.3,2.2,Windy
2025-06-22,Paris,15.6,60,6.1,2.56,Partly Cloudy
2025-06-23,Paris,42.3,44,30.9,2.8,Stormy
2025-06-24,Paris,16.7,37,34.0,6.99,Partly Cloudy
2025-06-25,Paris,10.9,63,14.9,0.0,Partly Cloudy
2025-06-26,Paris,37.2,75,18.6,5.07,Cloudy
2025-06-27,Paris,33.3,67,38.7,9.12,Windy
2025-06-28,Paris,19.2,90,28.7,0.0,Sunny
2025-06-29,Paris,29.8,80,14.2,6.36,Foggy
2025-06-30,Paris,33.4,55,17.6,0.24,Sunny
2025-07-01,Paris,8.4,73,2.5,0.0,Windy
2025-07-02,Paris,20.9,52,36.5,1.13,Sunny
2025-07-03,Paris,31.7,74,6.1,0.0,Partly Cloudy
2025-07-04,Paris,6.7,25,24.9,0.0,Foggy
2025-07-05,Paris,38.7,27,26.9,2.23,Cloudy
2025-07-06,Paris,8.3,95,9.7,8.39,Sunny
2025-07-07,Paris,40.1,92,10.6,0.0,Cloudy
2025-07-08,Paris,26.1,26,35.2,3.33,Sunny
2025-07-09,Paris,25.8,77,0.1,5.59,Stormy
2025-07-10,Paris,19.6,45,26.8,0.0,Sunny
2025-07-11,Paris,25.9,52,16.3,0.0,Stormy
2025-07-12,Paris,40.7,62,26.9,0.0,Sunny
2025-07-13,Paris,31.1,20,35.6,0.31,Rainy
2025-07-14,Paris,14.9,35,10.0,0.0,Sunny
2025-07-15,Paris,9.7,36,26.4,7.26,Foggy
2025-07-16,Paris,30.4,45,19.0,0.0,Partly Cloudy
2025-07-17,Paris,37.6,35,6.3,9.3,Stormy
2025-07-18,Paris,24.0,41,30.6,0.0,Sunny
2025-07-19,Paris,12.7,56,37.8,0.0,Windy
2025-07-20,Paris,33.5,47,3.8,9.03,Windy
2025-07-21,Paris,31.1,64,17.2,4.15,Sunny
2025-07-22,Paris,35.3,82,39.6,4.12,Partly Cloudy
2025-07-23,Paris,28.6,29,9.2,2.45,Sunny
2025-07-24,Paris,36.0,88,0.1,0.0,Foggy
2025-07-25,Paris,39.0,51,32.2,0.0,Sunny
2025-07-26,Paris,18.0,86,15.9,11.39,Stormy
2025-07-27,Paris,32.2,90,34.9,5.71,Windy
2025-07-28,Paris,31.4,62,28.2,12.14,Windy
2025-07-29,Paris,36.3,70,21.5,2.06,Windy
2025-07-30,Paris,26.6,79,16.0,3.44,Stormy
2025-07-31,Paris,29.3,59,3.7,1.73,Partly Cloudy
2025-08-01,Paris,18.0,84,20.2,4.31,Windy
2025-08-02,Paris,37.5,32,13.8,0.0,Partly Cloudy
2025-08-03,Paris,21.6,45,28.1,4.24,Rainy
2025-08-04,Paris,19.7,56,35.7,9.27,Windy
2025-08-05,Paris,27.0,59,26.1,3.23,Sunny
2025-08-06,Paris,37.7,35,10.1,0.99,Sunny
2025-08-07,Paris,12.5,70,40.0,4.76,Sunny
2025-08-08,Paris,40.1,37,6.7,0.0,Stormy
2025-08-09,Paris,17.7,59,25.8,2.92,Partly Cloudy
2025-08-10,Paris,14.7,70,11.7,6.56,Cloudy
2025-08-11,Paris,13.5,30,19.2,0.0,Rainy
2025-08-12,Paris,36.8,53,33.2,0.0,Sunny
2025-08-13,Paris,11.2,70,29.5,4.96,Cloudy
2025-08-14,Paris,29.4,75,30.1,6.72,Rainy
2025-08-15,Paris,7.9,95,16.1,1.51,Sunny
2025-08-16,Paris,15.5,54,15.1,0.0,Cloudy
2025-08-17,Paris,35.9,51,16.7,6.96,Cloudy
2025-08-18,Paris,33.9,32,24.8,0.0,Windy
2025-08-19,Paris,25.5,40,25.7,12.56,Partly Cloudy
2025-08-20,Paris,18.6,22,14.2,0.0,Foggy
2025-08-21,Paris,25.1,25,1.6,0.0,Rainy
2025-08-22,Paris,28.7,45,24.6,0.31,Cloudy
2025-08-23,Paris,15.0,45,11.6,0.0,Windy
2025-08-24,Paris,40.4,92,2.0,5.85,Partly Cloudy
2025-08-25,Paris,7.4,70,30.8,2.55,Stormy
2025-08-26,Paris,20.5,36,34.3,0.0,Sunny
2025-08-27,Paris,41.8,38,15.8,7.43,Windy
2025-08-28,Paris,24.7,77,25.2,0.0,Foggy
2025-08-29,Paris,42.8,25,24.5,1.77,Sunny
2025-08-30,Paris,29.2,29,29.9,0.0,Foggy
2025-08-31,Paris,27.2,20,29.1,0.0,Partly Cloudy
2025-09-01,Paris,21.4,42,19.3,0.0,Rainy
2025-09-02,Paris,32.2,84,6.2,0.0,Foggy
2025-09-03,Paris,22.3,49,33.9,0.0,Cloudy
2025-09-04,Paris,6.4,44,16.7,0.0,Windy
2025-09-05,Paris,22.7,81,27.0,0.0,Windy
2025-09-06,Paris,41.3,73,20.1,5.09,Rainy
2025-09-07,Paris,38.7,57,32.4,0.0,Foggy
2025-09-08,Paris,14.5,47,15.9,0.0,Sunny
2025-09-09,Paris,38.6,86,37.5,10.3,Foggy
2025-09-10,Paris,16.4,64,19.9,0.88,Foggy
2025-09-11,Paris,16.0,91,3.8,0.0,Foggy
2025-09-12,Paris,17.5,29,19.0,0.0,Partly Cloudy
2025-09-13,Paris,44.7,26,6.3,0.0,Partly Cloudy
2025-09-14,Paris,28.4,60,17.7,0.0,Partly Cloudy
2025-09-15,Paris,25.0,53,0.6,1.18,Foggy
2025-09-16,Paris,32.4,51,39.0,6.9,Sunny
2025-09-17,Paris,42.6,32,39.4,5.18,Partly Cloudy
2025-09-18,Paris,22.0,33,15.0,0.0,Sunny
2025-09-19,Paris,44.6,44,2.2,10.12,Cloudy
2025-09-20,Paris,31.6,48,28.5,4.46,Partly Cloudy
2025-09-21,Paris,6.1,47,26.4,3.89,Sunny
2025-09-22,Paris,5.5,77,26.7,5.12,Sunny
2025-09-23,Paris,23.8,46,19.7,7.05,Rainy
2025-09-24,Paris,24.8,84,36.1,4.22,Partly Cloudy
2025-09-25,Paris,32.6,39,37.4,2.95,Cloudy
2025-09-26,Paris,40.7,48,16.8,10.75,Partly Cloudy
2025-09-27,Paris,23.1,79,27.1,0.0,Rainy
2025-09-28,Paris,8.5,31,6.1,0.0,Windy
2025-09-29,Paris,8.9,24,3.0,0.98,Sunny
2025-09-30,Paris,19.4,34,39.3,0.0,Cloudy
2025-10-01,Paris,27.5,21,13.2,0.0,Rainy
2025-10-02,Paris,15.7,32,9.6,7.28,Foggy
2025-10-03,Paris,44.8,94,13.2,4.39,Cloudy
2025-10-04,Paris,27.9,47,5.8,7.79,Sunny
2025-10-05,Paris,22.0,53,20.1,8.47,Foggy
2025-10-06,Paris,16.9,49,1.7,11.34,Rainy
2025-10-07,Paris,31.7,60,3.7,12.09,Sunny
2025-10-08,Paris,17.5,37,28.9,0.0,Cloudy
2025-10-09,Paris,21.0,37,39.4,6.51,Foggy
2025-10-10,Paris,38.1,25,34.2,1.53,Foggy
2025-10-11,Paris,17.2,71,19.5,0.0,Cloudy
2025-10-12,Paris,14.8,87,6.9,0.0,Rainy
2025-10-13,Paris,29.3,39,17.9,0.43,Cloudy
2025-10-14,Paris,27.7,53,10.8,0.0,Cloudy
2025-10-15,Paris,30.5,58,16.0,0.0,Foggy
2025-10-16,Paris,15.5,43,14.0,0.29,Rainy
2025-10-17,Paris,13.2,86,26.8,0.0,Foggy
2025-10-18,Paris,20.3,92,37.5,1.71,Sunny
2025-10-19,Paris,13.4,51,32.2,5.66,Foggy
2025-10-20,Paris,33.3,68,5.2,9.28,Foggy
2025-10-21,Paris,38.7,67,12.2,0.0,Windy
2025-10-22,Paris,16.6,92,12.7,4.32,Windy
2025-10-23,Paris,25.6,22,14.7,3.9,Cloudy
2025-10-24,Paris,20.4,78,18.4,0.0,Rainy
2025-10-25,Paris,37.8,56,30.8,1.32,Foggy
2025-10-26,Paris,40.4,85,24.0,1.13,Stormy
2025-10-27,Paris,7.9,33,1.3,0.0,Sunny
2025-10-28,Paris,27.0,60,29.4,10.95,Partly Cloudy
2025-10-29,Paris,12.2,61,15.8,0.0,Sunny
2025-10-30,Paris,35.6,69,13.4,0.0,Sunny
2025-10-31,Paris,38.8,52,8.2,7.45,Sunny
2025-11-01,Paris,6.6,34,27.7,7.24,Windy
2025-11-02,Paris,11.5,80,27.9,0.91,Windy
2025-11-03,Paris,22.2,92,3.9,6.69,Cloudy
2025-11-04,Paris,33.6,73,9.3,5.48,Partly Cloudy
2025-11-05,Paris,22.2,54,20.6,10.01,Windy
2025-11-06,Paris,20.8,82,26.0,2.61,Sunny
2025-11-07,Paris,13.4,94,15.3,5.21,Partly Cloudy
2025-11-08,Paris,17.9,87,11.5,6.61,Stormy
2025-11-09,Paris,26.6,46,31.2,0.0,Foggy
2025-11-10,Paris,31.3,58,26.7,6.63,Rainy
2025-11-11,Paris,35.7,23,4.3,0.6,Foggy
2025-11-12,Paris,9.9,46,23.8,5.96,Rainy
2025-11-13,Paris,23.7,65,38.3,0.0,Sunny
2025-11-14,Paris,19.4,67,39.3,16.67,Partly Cloudy
2025-11-15,Paris,23.1,66,12.2,7.01,Stormy
2025-11-16,Paris,10.1,83,27.0,4.7,Foggy
2025-11-17,Paris,29.3,20,2.6,1.12,Windy
2025-11-18,Paris,25.5,52,27.4,4.42,Windy
2025-11-19,Paris,29.5,95,6.0,1.75,Windy
2025-11-20,Paris,22.6,20,11.0,9.92,Rainy
2025-11-21,Paris,40.6,20,0.9,0.0,Cloudy
2025-11-22,Paris,5.7,64,30.5,2.13,Windy
2025-11-23,Paris,30.9,60,17.7,5.21,Foggy
2025-11-24,Paris,28.2,89,1.6,0.46,Stormy
2025-11-25,Paris,20.5,78,36.6,0.0,Windy
2025-11-26,Paris,30.1,25,7.1,0.0,Windy
2025-11-27,Paris,25.0,26,32.0,0.0,Cloudy
2025-11-28,Paris,7.9,34,18.7,0.1,Cloudy
2025-11-29,Paris,7.9,39,7.7,8.19,Sunny
2025-11-30,Paris,42.1,95,14.6,0.0,Stormy
2025-12-01,Paris,42.3,32,34.5,10.57,Foggy
2025-12-02,Paris,5.3,42,26.9,12.16,Sunny
2025-12-03,Paris,8.8,92,19.3,1.67,Foggy
2025-12-04,Paris,9.8,86,1.0,0.0,Partly Cloudy
2025-12-05,Paris,44.8,40,3.4,1.96,Cloudy
2025-12-06,Paris,38.2,72,36.3,0.0,Partly Cloudy
2025-12-07,Paris,11.9,40,30.2,1.72,Sunny
2025-12-08,Paris,26.5,32,18.0,9.88,Windy
2025-12-09,Paris,29.1,22,39.0,0.0,Cloudy
2025-12-10,Paris,10.0,82,39.7,0.0,Windy
2025-12-11,Paris,24.8,65,32.1,0.0,Cloudy
2025-12-12,Paris,41.7,94,28.8,2.33,Windy
2025-12-13,Paris,9.9,34,26.6,0.0,Rainy
2025-12-14,Paris,40.1,23,33.2,0.8,Windy
2025-12-15,Paris,12.2,83,31.9,6.75,Sunny
2025-12-16,Paris,11.7,55,12.1,1.89,Cloudy
2025-12-17,Paris,7.1,88,30.0,3.2,Cloudy
2025-12-18,Paris,35.3,40,27.2,0.0,Cloudy
2025-12-19,Paris,9.1,46,37.8,0.0,Sunny
2025-12-20,Paris,39.4,79,37.0,0.0,Stormy
2025-12-21,Paris,39.9,35,5.1,0.85,Partly Cloudy
2025-12-22,Paris,32.7,35,29.2,4.63,Windy
2025-12-23,Paris,38.6,53,8.3,0.89,Foggy
2025-12-24,Paris,37.0,89,20.5,3.04,Sunny
2025-12-25,Paris,20.7,62,18.8,4.18,Partly Cloudy
2025-12-26,Paris,39.7,36,31.3,1.82,Cloudy
2025-12-27,Paris,42.6,62,5.6,8.25,Windy
2025-12-28,Paris,29.1,54,27.4,8.3,Cloudy
2025-12-29,Paris,14.6,71,37.8,0.0,Foggy
2025-12-30,Paris,35.9,66,0.4,0.0,Stormy
2025-12-31,Paris,24.5,51,35.3,0.0,Foggy
